,loss,accuracy,val_loss,val_accuracy
0,0.7993705868721008,0.9066666960716248,11.991193771362305,0.9399999976158142
1,0.24735061824321747,0.9487500190734863,0.9913479685783386,0.9416666626930237
2,0.1760491132736206,0.9616666436195374,0.5089854598045349,0.9466666579246521
3,0.1993607133626938,0.9574999809265137,0.34446030855178833,0.9483333230018616
4,0.09178663790225983,0.9704166650772095,0.3135395348072052,0.9433333277702332
5,0.08094090223312378,0.972083330154419,0.19128215312957764,0.9449999928474426
6,0.0439937599003315,0.9825000166893005,0.24098525941371918,0.9383333325386047
7,0.055469952523708344,0.9858333468437195,0.23860959708690643,0.9466666579246521
8,0.0636700987815857,0.9775000214576721,0.42723143100738525,0.9333333373069763
9,0.041836049407720566,0.9833333492279053,0.23934900760650635,0.9449999928474426
10,0.04135165736079216,0.9862499833106995,0.20457600057125092,0.9449999928474426
11,0.02717132866382599,0.9895833134651184,0.33012744784355164,0.9416666626930237
12,0.024897878989577293,0.9895833134651184,0.32895004749298096,0.9399999976158142
13,0.02243630401790142,0.9908333420753479,0.29546841979026794,0.9433333277702332
14,0.020275861024856567,0.9895833134651184,0.24362967908382416,0.9449999928474426
15,0.017582736909389496,0.9912499785423279,0.2768135964870453,0.9433333277702332
16,0.020995687693357468,0.9895833134651184,0.25992876291275024,0.9483333230018616
17,0.017050135880708694,0.9925000071525574,0.29211294651031494,0.9399999976158142
18,0.01581551507115364,0.9929166436195374,0.34367743134498596,0.9366666674613953
19,0.016517557203769684,0.9900000095367432,0.33609092235565186,0.9433333277702332
20,0.014282673597335815,0.9916666746139526,0.35568228363990784,0.9383333325386047
21,0.01349484920501709,0.9908333420753479,0.36482715606689453,0.9399999976158142
22,0.018863433972001076,0.9900000095367432,0.41805189847946167,0.9383333325386047
23,0.020899521186947823,0.9870833158493042,0.31905338168144226,0.9316666722297668
24,0.04008898138999939,0.9833333492279053,0.37893131375312805,0.9433333277702332
25,0.044680871069431305,0.9829166531562805,0.2686580717563629,0.949999988079071
26,0.05845223739743233,0.9791666865348816,0.28504154086112976,0.9383333325386047
27,0.036981094628572464,0.9854166507720947,0.2959078848361969,0.9366666674613953
28,0.028058230876922607,0.9891666769981384,0.28276968002319336,0.9399999976158142
29,0.019749311730265617,0.9895833134651184,0.24394844472408295,0.9483333230018616
